avg_burst_time,arrival_rate,cpu_io_ratio,priority_variance,queue_length,throughput_req,best_scheduler
14,10,0.52,5,20,low,RR
10,12,0.13,8,16,medium,Priority
8,14,0.31,4,42,high,RR
4,22,0.82,7,8,medium,Priority
19,11,0.16,6,48,low,RR
10,11,0.16,1,7,low,RR
18,17,0.15,4,36,low,RR
6,3,0.62,9,12,low,Priority
4,13,0.26,3,34,high,SJF
16,17,0.34,3,35,low,RR
2,27,0.77,6,47,medium,RR
6,11,0.32,3,44,medium,SJF
18,13,0.76,4,9,high,RR
18,8,0.47,6,49,medium,RR
16,12,0.66,9,15,medium,Priority
12,19,0.4,4,48,low,RR
14,29,0.17,1,24,low,RR
2,17,0.98,6,5,low,RR
14,10,0.82,6,22,high,RR
19,15,0.98,9,9,low,Priority
16,5,0.8,3,16,high,FCFS
6,20,0.78,9,38,medium,Priority
1,11,0.22,3,36,high,SJF
10,16,0.89,8,26,medium,Priority
18,5,0.58,6,38,low,RR
14,17,0.85,4,48,medium,RR
6,6,0.97,3,6,low,RR
1,18,0.71,6,18,low,RR
13,15,0.38,4,40,low,RR
3,12,0.65,4,43,high,RR
1,12,0.47,9,24,medium,SJF
9,14,0.19,3,44,low,RR
6,12,0.7,1,39,high,RR
7,19,0.72,7,24,low,Priority
17,24,0.18,4,21,medium,RR
12,11,0.71,6,26,medium,RR
15,22,0.49,4,47,high,RR
19,8,0.33,5,15,low,RR
4,19,0.93,5,22,high,RR
14,5,0.25,6,31,low,RR
5,16,0.64,1,34,medium,RR
3,28,0.27,6,25,low,SJF
4,4,0.56,5,11,medium,RR
2,29,0.78,5,43,medium,RR
6,10,0.64,5,39,high,RR
10,16,0.49,4,5,medium,RR
11,29,0.61,8,22,low,Priority
11,1,0.92,7,10,high,FCFS
6,10,0.6,6,27,low,RR
9,7,0.93,9,47,medium,Priority
11,11,0.67,2,6,low,RR
14,21,0.38,2,30,low,RR
4,17,0.46,6,37,high,SJF
7,4,0.3,5,14,medium,RR
4,17,0.38,1,23,medium,SJF
1,26,0.64,3,6,medium,RR
7,28,0.24,5,30,medium,RR
17,3,0.45,1,40,low,RR
9,11,0.28,5,6,medium,RR
2,10,0.2,5,24,low,SJF
7,10,0.75,2,5,high,RR
1,4,0.38,6,42,low,SJF
7,5,0.14,7,40,high,FCFS
12,27,0.11,4,45,low,RR
12,5,0.29,7,49,high,FCFS
1,28,0.5,2,23,high,RR
1,1,0.77,8,38,high,FCFS
14,2,0.17,5,5,low,RR
10,11,0.7,6,15,low,RR
1,22,0.73,5,35,medium,RR
9,2,0.37,1,29,high,FCFS
10,8,0.62,9,9,medium,Priority
8,29,0.94,2,26,low,RR
13,25,0.88,1,11,medium,RR
8,3,0.14,9,20,high,FCFS
10,13,0.62,7,46,medium,Priority
11,17,0.66,8,14,high,Priority
5,24,0.16,2,32,high,SJF
5,28,0.33,2,8,low,SJF
10,19,0.64,2,15,high,RR
1,9,0.87,1,20,medium,RR
17,4,0.42,9,39,low,Priority
5,18,0.93,1,43,medium,RR
15,21,0.59,9,20,high,Priority
1,8,0.2,4,25,low,SJF
19,11,0.91,3,18,high,RR
19,24,0.44,3,15,high,RR
8,17,0.97,7,11,high,Priority
6,29,0.74,4,25,low,RR
17,2,0.82,7,28,medium,Priority
6,6,0.15,8,25,medium,SJF
3,14,0.49,9,23,high,SJF
11,23,0.19,8,46,high,Priority
10,2,0.63,9,6,medium,Priority
2,4,0.82,5,19,high,FCFS
18,20,0.15,5,47,medium,RR
2,14,0.56,3,26,low,RR
9,29,0.33,2,8,low,RR
17,9,0.56,5,31,high,RR
19,5,0.52,3,28,medium,RR
3,29,0.15,7,31,low,SJF
2,25,0.55,8,13,high,Priority
12,28,0.98,5,36,medium,RR
15,24,0.23,5,41,high,RR
16,18,0.96,4,31,high,RR
10,13,0.65,3,40,low,RR
14,4,0.46,7,36,low,Priority
7,4,0.48,2,18,medium,RR
6,23,0.73,2,40,medium,RR
4,22,0.25,9,26,high,SJF
11,24,0.16,5,46,low,RR
1,22,0.29,8,10,medium,SJF
2,9,0.31,3,5,medium,SJF
17,2,0.68,9,16,low,Priority
5,14,0.41,6,49,low,SJF
11,16,0.47,5,30,low,RR
10,21,0.71,7,39,high,Priority
9,10,0.77,9,26,low,Priority
18,29,0.75,9,36,medium,Priority
16,27,0.93,7,9,low,Priority
17,11,0.69,4,21,low,RR
5,4,0.25,8,34,medium,SJF
3,21,0.69,8,9,medium,Priority
19,21,0.25,6,39,medium,RR
4,27,0.21,6,22,medium,SJF
12,24,0.67,7,48,medium,Priority
13,26,0.61,2,27,low,RR
12,14,0.92,8,39,low,Priority
12,29,0.85,7,20,low,Priority
8,15,0.2,7,12,low,Priority
11,25,0.53,7,14,medium,Priority
9,16,0.73,6,10,medium,RR
2,13,0.32,9,28,low,SJF
7,23,0.14,3,17,medium,RR
12,6,0.86,2,7,medium,RR
3,28,0.48,7,5,medium,SJF
5,28,0.22,5,40,low,SJF
15,24,0.58,8,32,low,Priority
13,19,0.76,4,36,high,RR
6,8,0.2,1,5,high,SJF
12,28,0.77,1,43,medium,RR
14,12,0.79,8,38,high,Priority
1,10,0.67,2,27,low,RR
16,19,0.62,7,10,low,Priority
16,16,0.75,9,10,low,Priority
4,28,0.29,6,30,medium,SJF
3,23,0.99,8,12,low,Priority
4,15,0.72,7,42,high,Priority
4,5,0.85,6,37,medium,RR
6,3,0.38,3,28,high,FCFS
11,7,0.18,8,28,medium,Priority
11,8,0.5,6,6,low,RR
10,17,0.97,6,14,medium,RR
6,27,0.13,1,5,low,SJF
15,23,0.37,6,47,medium,RR
18,12,0.94,9,12,medium,Priority
16,23,0.55,4,16,medium,RR
10,14,0.76,4,45,high,RR
7,20,0.64,4,49,medium,RR
4,17,0.47,3,5,medium,SJF
2,8,0.51,3,24,medium,RR
17,17,0.47,9,11,high,Priority
3,24,0.56,7,40,low,Priority
3,11,0.26,9,18,high,SJF
16,14,0.55,7,44,high,Priority
11,20,0.66,7,48,medium,Priority
7,19,0.11,7,28,high,Priority
12,4,0.88,5,46,high,FCFS
7,28,0.81,5,25,medium,RR
14,21,0.85,2,12,medium,RR
5,12,0.94,5,17,high,RR
10,4,0.59,7,49,medium,Priority
12,20,0.24,5,12,high,RR
2,25,0.36,5,26,low,SJF
16,9,0.69,4,22,medium,RR
10,11,0.41,3,42,low,RR
12,11,0.4,9,10,high,Priority
6,11,0.7,7,38,high,Priority
4,8,0.98,9,11,high,Priority
3,22,0.52,5,34,high,RR
18,22,0.37,7,34,low,Priority
11,5,0.82,5,43,low,RR
7,17,0.78,6,45,low,RR
2,23,0.31,1,24,medium,SJF
19,6,0.73,4,14,low,RR
9,13,0.92,6,18,low,RR
10,7,0.64,1,9,high,FCFS
3,1,0.85,5,37,low,RR
14,17,0.97,3,7,low,RR
5,6,0.73,9,13,high,FCFS
15,22,0.93,2,11,high,RR
5,23,0.87,8,40,medium,Priority
7,1,0.72,5,18,medium,RR
13,14,0.82,6,24,high,RR
19,11,0.46,5,34,high,RR
16,4,0.95,9,43,medium,Priority
19,24,0.64,1,25,low,RR
12,19,0.84,4,36,high,RR
18,21,0.71,2,37,medium,RR
10,28,0.95,9,6,medium,Priority
3,1,0.89,8,48,low,Priority
6,16,0.18,1,47,low,SJF
11,23,0.28,3,16,medium,RR
10,19,0.62,8,47,high,Priority
16,13,0.12,7,41,medium,Priority
19,17,0.76,4,14,medium,RR
17,29,0.66,1,38,low,RR
4,7,0.54,3,8,medium,RR
3,23,0.79,8,18,low,Priority
9,19,0.17,5,30,low,RR
19,4,0.25,6,46,low,RR
3,7,0.81,6,19,medium,RR
16,17,0.67,6,22,high,RR
16,13,0.2,4,16,low,RR
14,8,0.31,8,24,high,Priority
3,7,0.16,7,38,low,SJF
11,24,0.47,7,12,medium,Priority
19,18,0.82,8,12,low,Priority
3,2,0.37,9,36,high,FCFS
1,2,0.46,3,28,medium,SJF
8,15,0.56,2,22,medium,RR
3,8,0.72,1,10,low,RR
10,24,0.11,7,11,low,Priority
16,12,0.49,6,43,medium,RR
17,29,0.51,3,28,medium,RR
18,17,0.94,9,45,low,Priority
19,13,0.98,4,36,medium,RR
12,28,0.87,5,48,medium,RR
17,23,0.37,6,12,medium,RR
12,3,0.19,5,31,high,FCFS
7,1,0.33,8,46,low,Priority
16,10,0.92,2,40,low,RR
7,29,0.26,7,16,medium,Priority
1,21,0.55,7,11,high,Priority
2,1,0.69,1,33,medium,RR
5,6,0.54,9,19,medium,Priority
17,14,0.92,5,17,low,RR
6,14,0.84,3,20,medium,RR
2,18,0.29,5,16,medium,SJF
17,12,0.42,1,45,medium,RR
4,11,0.35,8,25,low,SJF
18,5,0.24,9,12,high,FCFS
8,29,0.36,7,46,low,Priority
16,3,0.52,8,36,medium,Priority
4,29,0.96,5,40,high,RR
19,19,0.54,6,33,low,RR
10,14,0.48,6,36,medium,RR
10,5,0.31,3,45,low,RR
19,20,0.12,4,9,medium,RR
8,13,0.47,4,23,high,RR
4,29,0.38,1,15,medium,SJF
5,25,0.35,6,39,high,SJF
19,16,0.58,3,27,low,RR
9,19,0.81,8,47,medium,Priority
7,6,0.56,8,6,low,Priority
1,23,0.17,8,22,high,SJF
8,2,0.77,1,33,medium,RR
5,1,0.12,5,6,high,FCFS
11,29,0.94,8,7,medium,Priority
4,14,0.35,1,5,low,SJF
15,28,0.68,2,22,high,RR
13,24,0.31,5,30,medium,RR
8,16,0.64,2,13,high,RR
13,22,0.46,6,48,medium,RR
9,1,0.32,8,38,high,FCFS
15,26,0.86,1,25,high,RR
7,13,0.69,7,34,high,Priority
17,27,0.92,7,8,low,Priority
4,18,0.86,8,27,high,Priority
6,9,0.26,5,13,low,SJF
17,4,0.81,1,32,low,RR
9,24,0.29,7,29,high,Priority
11,29,0.4,6,41,high,RR
9,20,0.55,3,20,medium,RR
1,3,0.21,6,6,low,SJF
5,12,0.14,1,48,low,SJF
17,20,0.78,9,30,medium,Priority
6,17,0.16,9,36,medium,SJF
16,16,0.94,7,31,low,Priority
1,27,0.6,5,39,medium,RR
14,1,0.73,7,6,medium,Priority
15,21,0.71,3,23,high,RR
1,3,0.23,1,36,low,SJF
8,11,0.33,5,42,medium,RR
6,2,0.74,9,7,medium,Priority
4,8,0.79,2,34,medium,RR
8,3,0.12,4,9,medium,RR
12,23,0.29,5,24,low,RR
3,9,0.84,7,8,high,Priority
11,2,0.72,9,10,high,FCFS
6,18,0.69,5,32,high,RR
19,4,0.48,9,15,low,Priority
2,6,0.48,7,44,low,SJF
9,26,0.47,4,38,medium,RR
13,15,0.14,9,47,high,Priority
12,21,0.47,2,47,medium,RR
18,22,0.89,8,10,low,Priority
14,19,0.47,5,42,high,RR
10,14,0.68,3,6,high,RR
6,8,0.32,6,47,medium,SJF
9,17,0.59,2,32,low,RR
10,22,0.36,8,30,high,Priority
2,27,0.99,8,16,low,Priority
9,12,0.3,3,48,high,RR
1,6,0.36,2,44,medium,SJF
11,27,0.54,4,13,high,RR
18,9,0.9,2,44,high,RR
13,15,0.63,7,17,medium,Priority
7,18,0.8,3,46,high,RR
7,4,0.13,8,36,high,FCFS
12,25,0.39,5,24,low,RR
4,19,0.5,5,37,high,RR
1,25,0.38,4,15,medium,SJF
1,10,0.63,4,43,medium,RR
13,22,0.23,6,21,medium,RR
9,2,0.36,6,31,high,FCFS
15,23,0.5,1,46,medium,RR
6,23,0.8,9,7,medium,Priority
2,18,0.98,3,46,low,RR
4,17,0.43,9,28,medium,SJF
15,19,0.91,4,20,high,RR
7,18,0.86,2,5,high,RR
6,13,0.88,7,31,medium,Priority
2,7,0.29,6,24,high,FCFS
14,1,0.79,5,25,high,FCFS
3,24,0.77,3,6,low,RR
14,28,0.75,9,23,low,Priority
13,29,0.78,8,13,low,Priority
10,3,0.92,4,42,high,FCFS
18,21,0.92,5,23,low,RR
18,8,0.69,3,46,low,RR
2,10,0.5,4,7,low,RR
17,28,0.3,1,17,low,RR
1,15,0.69,9,21,high,Priority
2,4,0.82,1,5,low,RR
8,1,0.41,1,34,high,FCFS
1,4,0.15,5,18,high,FCFS
14,22,0.42,4,8,low,RR
2,10,0.64,7,29,low,Priority
15,10,0.55,8,33,low,Priority
5,14,0.68,5,48,high,RR
3,1,0.25,9,46,medium,SJF
14,14,0.6,3,23,medium,RR
12,23,0.74,4,44,high,RR
17,26,0.14,3,36,high,RR
19,13,0.54,4,15,high,RR
15,8,0.22,1,25,medium,RR
14,9,0.75,4,29,high,RR
13,26,0.37,2,18,low,RR
9,5,0.49,9,21,low,Priority
9,11,0.86,1,44,high,RR
2,3,0.58,2,32,low,RR
14,11,0.34,5,30,medium,RR
19,11,0.82,9,6,medium,Priority
17,9,0.88,7,29,high,Priority
16,19,0.2,1,31,low,RR
16,6,0.32,8,44,medium,Priority
1,11,0.84,9,36,low,Priority
7,1,0.85,2,12,high,FCFS
13,5,0.97,5,7,medium,RR
1,22,0.73,3,13,medium,RR
7,12,0.31,2,46,low,RR
6,22,0.58,4,37,high,RR
17,5,0.31,7,43,medium,Priority
16,15,0.4,2,14,medium,RR
5,13,0.16,6,49,medium,SJF
18,20,0.43,8,9,low,Priority
12,16,0.36,3,29,high,RR
4,19,0.51,4,14,high,RR
16,12,0.83,2,15,high,RR
13,3,0.43,8,42,medium,Priority
19,24,0.47,9,47,low,Priority
14,13,0.42,6,40,low,RR
7,7,0.18,2,19,medium,RR
16,27,0.57,9,9,medium,Priority
7,5,0.46,1,18,low,RR
5,4,0.83,1,28,medium,RR
1,29,0.96,6,42,low,RR
14,5,0.24,8,22,medium,Priority
5,10,0.35,7,24,medium,SJF
4,13,0.36,7,41,low,SJF
3,6,0.41,2,47,medium,SJF
3,23,0.76,8,40,high,Priority
15,10,0.12,3,28,high,RR
2,13,0.18,9,39,medium,SJF
14,16,0.93,2,20,medium,RR
1,18,0.41,5,25,high,SJF
8,28,0.13,2,48,low,RR
4,27,0.35,4,28,low,SJF
5,25,0.38,6,15,medium,SJF
6,27,0.64,7,7,medium,Priority
10,5,0.35,1,28,low,RR
5,21,0.62,5,45,high,RR
7,7,0.71,5,22,high,FCFS
13,27,0.87,5,21,high,RR
2,13,0.34,1,8,medium,SJF
15,16,0.75,5,25,low,RR
12,10,0.14,2,9,low,RR
17,12,0.64,8,20,high,Priority
19,25,0.56,2,29,high,RR
4,4,0.89,1,25,low,RR
4,8,0.17,3,15,low,SJF
13,23,0.15,9,38,high,Priority
2,8,0.56,6,11,high,RR
1,25,0.94,8,21,low,Priority
10,6,0.4,4,35,high,FCFS
2,19,0.49,9,25,high,SJF
13,15,0.54,3,5,low,RR
11,27,0.18,1,32,high,RR
4,29,0.26,8,41,low,SJF
12,20,0.4,2,8,medium,RR
7,12,0.58,7,27,high,Priority
16,2,0.79,2,14,medium,RR
2,17,0.71,8,11,high,Priority
16,1,0.97,3,19,high,FCFS
3,2,0.56,3,31,low,RR
15,4,0.27,1,16,medium,RR
9,9,0.95,4,24,medium,RR
14,26,0.48,3,46,high,RR
17,27,0.63,5,31,high,RR
16,9,0.69,9,20,medium,Priority
15,14,0.57,1,13,low,RR
17,10,0.58,5,33,low,RR
10,20,0.3,9,19,low,Priority
3,13,0.54,8,25,high,Priority
6,10,0.36,4,45,low,SJF
14,20,0.84,1,29,high,RR
9,17,0.6,5,40,low,RR
15,5,0.77,7,10,high,FCFS
14,10,0.72,7,45,low,Priority
14,1,0.76,9,41,low,Priority
16,12,0.78,4,15,high,RR
6,23,0.47,2,43,high,SJF
3,24,0.51,1,40,high,RR
4,27,0.87,8,31,low,Priority
17,28,0.24,2,26,medium,RR
19,29,0.78,8,28,low,Priority
5,23,0.93,4,22,medium,RR
15,5,0.98,4,8,low,RR
9,14,0.82,8,12,high,Priority
1,24,0.91,4,33,low,RR
17,19,0.4,1,28,medium,RR
9,25,0.17,1,20,medium,RR
2,3,0.47,5,17,medium,SJF
18,2,0.93,9,22,low,Priority
3,5,0.56,8,29,high,FCFS
2,1,0.74,8,27,low,Priority
14,8,0.18,2,27,low,RR
7,24,0.59,6,7,low,RR
14,14,0.66,9,11,medium,Priority
7,7,0.57,4,17,high,FCFS
9,21,0.12,4,49,low,RR
6,20,0.58,8,32,medium,Priority
8,17,0.83,8,22,low,Priority
4,26,0.84,6,22,medium,RR
4,2,0.98,9,36,low,Priority
19,3,0.71,8,7,medium,Priority
3,14,0.17,2,37,low,SJF
18,18,0.47,1,19,low,RR
6,5,0.48,8,9,high,FCFS
3,29,0.23,2,45,low,SJF
17,17,0.42,2,39,medium,RR
15,1,0.67,9,30,low,Priority
8,6,0.32,8,34,low,Priority
10,11,0.34,3,42,high,RR
13,24,0.56,5,17,high,RR
3,22,0.68,9,42,medium,Priority
14,5,0.69,9,33,low,Priority
12,25,0.14,1,40,low,RR
18,17,0.63,8,26,low,Priority
1,19,0.25,3,9,high,SJF
6,25,0.52,6,38,low,RR
12,25,0.79,9,24,medium,Priority
17,17,0.6,3,38,high,RR
18,1,0.16,7,6,low,Priority
10,19,0.86,3,29,high,RR
4,17,0.36,6,21,medium,SJF
1,18,0.57,3,36,medium,RR
1,22,0.86,3,48,low,RR
17,2,0.8,1,31,high,FCFS
16,20,0.15,4,24,medium,RR
10,8,0.39,1,11,medium,RR
14,4,0.88,1,38,medium,RR
2,8,0.75,8,21,high,Priority
7,25,0.17,2,15,medium,RR
17,24,0.15,8,36,high,Priority
3,4,0.29,5,27,medium,SJF
17,29,0.86,6,20,high,RR
14,7,0.54,8,33,low,Priority
14,27,0.21,5,44,low,RR
17,24,0.35,5,42,low,RR
5,2,0.18,3,13,low,SJF
2,25,0.79,5,26,high,RR
1,13,0.23,9,20,low,SJF
19,24,0.95,8,24,medium,Priority
1,20,0.38,8,35,medium,SJF
6,15,0.55,5,23,medium,RR
6,15,0.63,8,28,medium,Priority
14,4,0.83,6,30,high,FCFS
2,4,0.25,3,33,medium,SJF
13,12,0.56,8,30,high,Priority
4,2,0.97,3,48,high,FCFS
19,3,0.95,7,33,medium,Priority
4,6,0.46,2,19,high,FCFS
18,15,0.82,2,9,high,RR
15,26,0.18,8,39,low,Priority
13,12,0.85,1,38,high,RR
4,13,0.48,1,15,medium,SJF
9,6,0.19,5,29,medium,RR
10,5,0.24,9,41,low,Priority
11,29,0.94,1,9,low,RR
13,4,0.67,7,10,high,FCFS
15,21,0.23,8,9,medium,Priority
16,27,0.47,3,14,high,RR
16,21,0.83,9,33,medium,Priority
7,11,0.92,8,26,high,Priority
10,15,0.75,2,43,low,RR
15,17,0.76,3,29,high,RR
8,22,0.83,1,46,medium,RR
12,27,0.62,6,43,medium,RR
9,18,0.99,4,27,medium,RR
15,7,0.26,1,15,medium,RR
5,25,0.49,2,20,high,SJF
14,22,0.52,7,23,low,Priority
10,23,0.35,2,35,low,RR
17,23,0.88,5,5,medium,RR
14,14,0.5,7,43,low,Priority
15,20,0.78,3,29,high,RR
13,8,0.57,3,28,low,RR
2,11,0.64,9,27,high,Priority
17,27,0.22,9,29,low,Priority
10,7,0.68,6,20,low,RR
2,29,0.3,8,31,high,SJF
7,24,0.12,3,12,high,RR
4,10,0.28,8,36,medium,SJF
10,23,0.64,9,45,medium,Priority
16,17,0.78,6,9,high,RR
13,8,0.34,4,24,low,RR
1,27,0.56,6,6,low,RR
7,24,0.75,4,9,medium,RR
8,3,0.63,6,25,low,RR
14,25,0.64,6,36,low,RR
10,20,0.53,8,42,medium,Priority
11,3,0.17,7,10,low,Priority
13,14,0.36,4,13,low,RR
5,11,0.81,6,35,medium,RR
13,12,0.6,3,5,low,RR
9,23,0.84,9,43,medium,Priority
2,14,0.14,1,16,medium,SJF
19,29,0.16,1,24,medium,RR
6,6,0.34,1,18,low,SJF
3,11,0.62,3,19,high,RR
3,23,0.61,1,48,low,RR
9,13,0.37,6,42,high,RR
7,29,0.45,4,35,low,RR
9,15,0.65,3,19,low,RR
11,6,0.58,3,8,low,RR
1,24,0.6,2,27,low,RR
11,6,0.12,1,26,medium,RR
19,6,0.55,7,46,medium,Priority
13,7,0.16,7,16,high,FCFS
17,21,0.13,8,46,high,Priority
2,29,0.19,4,42,high,SJF
19,28,0.53,4,46,low,RR
4,20,0.2,2,45,medium,SJF
12,24,0.13,6,10,low,RR
17,21,0.28,3,45,medium,RR
3,25,0.87,1,6,high,RR
4,14,0.45,7,20,medium,SJF
7,21,0.32,7,29,high,Priority
3,13,0.42,5,9,low,SJF
6,13,0.85,6,13,high,RR
2,13,0.96,1,15,low,RR
1,21,0.69,9,13,medium,Priority
2,21,0.74,6,9,low,RR
10,27,0.72,2,25,medium,RR
12,6,0.19,7,39,low,Priority
10,3,0.58,4,13,low,RR
7,16,0.17,9,7,medium,Priority
14,9,0.41,9,19,high,Priority
19,6,0.92,1,11,high,FCFS
6,23,0.44,2,35,medium,SJF
18,23,0.38,9,17,medium,Priority
1,8,0.53,9,21,low,Priority
4,6,0.85,1,23,medium,RR
8,21,0.94,8,25,high,Priority
1,2,0.63,7,40,high,FCFS
5,23,0.59,3,40,high,RR
4,15,0.84,4,38,high,RR
3,28,0.36,1,22,low,SJF
9,20,0.58,9,22,high,Priority
15,27,0.28,3,44,high,RR
11,28,0.55,8,46,high,Priority
9,22,0.12,9,33,high,Priority
9,24,0.36,7,6,low,Priority
1,6,0.17,7,6,medium,SJF
12,20,0.5,4,39,medium,RR
18,3,0.61,4,11,high,FCFS
8,3,0.56,8,22,low,Priority
14,19,0.36,6,13,medium,RR
8,20,0.84,1,31,low,RR
18,14,0.83,3,8,high,RR
13,11,0.45,9,15,medium,Priority
1,15,0.22,6,8,medium,SJF
2,17,0.42,8,41,high,SJF
6,17,0.14,4,7,low,SJF
5,24,0.64,3,46,high,RR
13,16,0.2,5,32,low,RR
2,16,0.11,6,23,low,SJF
5,22,0.45,2,22,medium,SJF
10,4,0.8,3,8,high,FCFS
3,27,0.69,2,34,medium,RR
15,2,0.77,7,40,high,FCFS
19,16,0.71,5,39,low,RR
14,2,0.59,9,15,medium,Priority
3,5,0.97,6,10,high,FCFS
17,27,0.74,8,9,low,Priority
6,4,0.24,4,13,medium,SJF
11,16,0.38,3,46,medium,RR
9,13,0.21,3,44,medium,RR
5,4,0.33,8,48,medium,SJF
5,5,0.36,3,43,low,SJF
5,6,0.48,2,13,medium,SJF
19,17,0.9,4,22,low,RR
8,28,0.96,4,15,high,RR
5,2,0.45,5,47,low,SJF
18,8,0.12,2,43,high,RR
18,1,0.15,1,21,medium,RR
7,16,0.82,6,24,low,RR
11,24,0.67,5,6,high,RR
16,8,0.2,5,12,medium,RR
14,14,0.44,6,22,medium,RR
5,10,0.86,9,35,high,Priority
9,19,0.46,5,10,high,RR
10,26,0.51,5,37,low,RR
8,24,0.93,6,33,high,RR
12,15,0.34,7,47,low,Priority
19,11,0.78,1,16,medium,RR
4,25,0.44,3,41,low,SJF
16,16,0.33,4,34,high,RR
2,5,0.27,7,13,low,SJF
12,24,0.94,4,16,high,RR
16,23,0.36,5,25,high,RR
8,17,0.84,6,10,low,RR
8,13,0.17,9,27,high,Priority
14,11,0.32,1,46,medium,RR
6,1,0.27,1,11,high,FCFS
2,8,0.24,9,41,medium,SJF
12,17,0.53,5,9,medium,RR
15,27,0.82,8,35,low,Priority
3,21,0.7,4,6,medium,RR
17,12,0.61,5,29,medium,RR
19,29,0.62,1,38,low,RR
14,25,0.72,4,13,medium,RR
2,19,0.47,8,37,medium,SJF
7,10,0.89,3,47,medium,RR
1,12,0.8,4,45,high,RR
10,28,0.19,3,24,high,RR
11,24,0.2,8,20,high,Priority
13,5,0.9,2,16,low,RR
1,23,0.23,7,34,high,SJF
14,17,0.55,8,45,low,Priority
4,15,0.13,7,10,high,SJF
2,24,0.43,2,36,medium,SJF
18,3,0.23,6,18,medium,RR
16,24,0.26,1,20,medium,RR
18,23,0.63,8,22,medium,Priority
17,22,0.52,8,34,high,Priority
16,23,0.68,5,22,high,RR
18,9,0.24,1,46,high,RR
5,27,0.49,9,36,high,SJF
6,26,0.76,7,24,medium,Priority
11,28,0.99,7,26,low,Priority
11,4,0.12,7,33,high,FCFS
12,28,0.66,7,24,low,Priority
19,26,0.76,2,25,low,RR
11,19,0.95,5,22,medium,RR
3,14,0.38,3,6,high,SJF
6,3,0.67,9,35,high,FCFS
2,1,0.36,8,39,high,FCFS
6,27,0.63,1,34,medium,RR
10,2,0.83,1,41,medium,RR
18,16,0.15,6,28,medium,RR
4,5,0.2,6,24,low,SJF
4,22,0.71,2,23,high,RR
7,1,0.35,3,37,high,FCFS
4,24,0.81,7,9,medium,Priority
13,20,0.79,2,5,low,RR
7,6,0.27,6,39,high,FCFS
11,26,0.33,6,44,low,RR
1,6,0.93,6,31,medium,RR
10,29,0.41,3,24,medium,RR
8,22,0.2,3,32,medium,RR
9,3,0.29,2,11,medium,RR
17,25,0.61,1,37,low,RR
8,19,0.79,6,43,medium,RR
3,14,0.95,7,19,low,Priority
9,3,0.24,3,29,low,RR
1,17,0.2,6,9,low,SJF
15,26,0.9,3,6,low,RR
7,9,0.65,1,20,high,RR
8,26,0.69,3,49,low,RR
6,10,0.23,1,11,medium,SJF
11,18,0.53,4,17,high,RR
17,29,0.32,7,36,high,Priority
3,2,0.87,7,15,medium,Priority
3,7,0.22,3,15,low,SJF
19,13,0.65,9,27,high,Priority
6,7,0.63,8,30,medium,Priority
18,21,0.97,4,28,high,RR
8,14,0.77,7,10,high,Priority
6,12,0.93,9,23,high,Priority
13,25,0.86,5,46,low,RR
8,12,0.36,7,7,low,Priority
3,18,0.63,9,28,high,Priority
1,25,0.79,6,25,medium,RR
8,26,0.65,2,37,low,RR
14,23,0.92,4,11,high,RR
5,23,0.44,5,5,high,SJF
13,7,0.4,6,38,medium,RR
8,21,0.55,2,27,medium,RR
14,15,0.93,6,8,medium,RR
13,10,0.49,8,44,low,Priority
2,20,0.99,2,14,high,RR
10,5,0.33,3,39,high,FCFS
19,12,0.5,2,7,medium,RR
15,20,0.61,4,8,high,RR
15,15,0.51,2,43,low,RR
5,17,0.44,8,13,low,SJF
8,21,0.67,2,28,high,RR
15,27,0.96,2,31,medium,RR
7,19,0.8,7,43,high,Priority
4,3,0.77,9,5,low,Priority
15,4,0.42,7,43,low,Priority
19,6,0.8,3,11,high,FCFS
18,17,0.89,2,9,medium,RR
13,29,0.49,1,31,high,RR
3,18,0.47,9,36,high,SJF
17,11,0.76,4,25,high,RR
14,6,0.79,2,40,high,FCFS
3,12,0.43,8,5,low,SJF
2,26,0.62,9,18,low,Priority
8,2,0.3,2,9,medium,RR
7,23,0.93,3,49,high,RR
18,11,0.95,2,33,low,RR
16,26,0.99,9,7,medium,Priority
18,12,0.91,5,24,high,RR
9,25,0.78,7,11,high,Priority
18,22,0.53,6,23,low,RR
3,7,0.89,6,32,medium,RR
12,14,0.19,3,5,high,RR
15,16,0.45,4,20,medium,RR
15,7,0.37,5,32,low,RR
9,23,0.36,3,22,low,RR
3,29,0.68,4,25,low,RR
18,22,0.86,1,30,low,RR
2,9,0.91,2,9,medium,RR
14,11,0.31,3,13,medium,RR
14,28,0.87,3,33,low,RR
2,16,0.47,6,11,high,SJF
10,1,0.23,3,22,high,FCFS
19,23,0.75,4,47,high,RR
10,27,0.57,8,30,high,Priority
13,12,0.93,8,49,high,Priority
1,25,0.75,3,49,high,RR
15,29,0.56,5,39,high,RR
2,2,0.48,4,20,high,FCFS
10,14,0.85,7,11,high,Priority
18,17,0.38,5,44,low,RR
11,29,0.22,5,9,medium,RR
8,10,0.73,7,20,low,Priority
10,24,0.18,4,44,low,RR
14,12,0.51,3,22,medium,RR
1,14,0.31,5,26,high,SJF
14,9,0.18,4,39,low,RR
19,5,0.58,4,28,high,FCFS
5,8,0.85,1,9,medium,RR
18,16,0.71,4,21,low,RR
13,8,0.44,2,10,high,RR
